id|songId|verseNumber|verseContent
88|25|2|"ပြစ်နှင့်စိတ်ပျက်ခြင်းရေလှိုင်းပမာ၊
ငါ့ဝိညာဉ်ကိုစဉ်ခြိမ်းခြောက်နေကာ၊
ပြောမကုန်ကရုဏာတော်ကြီးမားပေ၊
ခိုလှုံရာကပ်တိုင်ကိုညွှန်ပြနေ။"
89|25|3|"အံ့ဖွယ်ကန့်သတ်ကင်းဆုံးမဲ့ကရုဏာ၊
ယုံကြည်သူအားခမဲ့ပေးကမ်းရာ၊
မျက်နှာတော်အား၊ ဖူးတွေ့လိုသင်ကား၊
ခုချိန်ကရုဏာတော်လက်ခံမည်လား။"
90|26|1|"ထက်ဘုံတော်မှကောင်းကင်သားများ၊ မြေကြီးပေါ်သို့ကြွဆင်းလာ၊
ဖန်ဆင်းစကချီးမွမ်းသူများ၊ မေရှိဖွားကြောင်းကြွေးကြော်ပါ၊
ကိုးကွယ်ဖို့ရာခုလာကြပါ၊ သူငယ်တော်အားဦးချကြ။"
91|26|2|"သိုးထိန်းများသည်ကွင်းပြင်ပေါ်မှာ၊ သိုးများကိုစောင့်ထိန်းစဉ်ခါ၊
ရှင်ဘုရားသည်လူဇာတိနှင့်၊ မြေကြီးပေါ်သို့ကြွသက်ဆင်း၊
ကိုးကွယ်ဖို့ရာခုလာကြပါ၊ သူငယ်တော်အားဦးချကြ။"
92|26|3|"ပညာရှိများတွက်ချက်ရာမှ၊ ဗျာဒိတ်တော်ကိုရှုမျှော်ကြ၊
လူမျိုးပေါင်းတောင့်တမေရှိယ၊ ထူးဆန်းကြယ်တွေ့မြင်သိရ၊
ကိုးကွယ်ဖို့ရာခုလာကြပါ၊ သူငယ်တော်အားဦးချကြ။"
93|26|4|"သန့်ရှင်းသူများကြာမြင့်လှစွာ၊ စောင့်ခဲ့ပြီပလ္လင်ရှေ့မှာ၊
ကိုယ်တော်ရှင်သည်ဆင်းကြွလာပြီ၊ ကျွန်ုပ်တို့တွင်ကိန်းဝပ်သည်၊
ကိုးကွယ်ဖို့ရာခုလာကြပါ၊ သူငယ်တော်အားဦးချကြ။"
94|27|1|"သီချင်းသံကြားရပြီး၊ ကောင်းကင်တွင်ကြယ်ပေါ်သည်၊
ချစ်မိခင်ဆုတောင်းသံ၊ သူငယ်တော်သံနားစံ၊
ကြည်လင်လှပသောကြယ်မိုးကောင်းကင်တွင်စီခြယ်၊
ကြောင်းမူကားဗက်လင်မြို့တွင်သူငယ်တော်ဖွားမြင်။"
95|27|2|"ရွှင်လန်းစိတ်များအုံကြွ၊ အံ့ဖွယ်ဖွားမြင်ပြီးမှ၊
ပျိုကညာဝမ်းတွင်နေ၊ မိုးမြေအုပ်စိုးရှင်ပေ၊
ကြည်လင်လှပသောကြယ်မိုးကောင်းကင်တွင်စီခြယ်၊
ကြောင်းမူကားဗက်လင်မြို့တွင်သူငယ်တော်ဖွားမြင်။"
96|27|3|"ထိုကြယ်တော်လမ်းပြရာ၊ ကုန်မဆုံးတောက်ပရှာ၊
ထိုသီချင်းသံချိုသာ၊ ကမ္ဘာဝန်းလုံးရောက်လာ၊
နေရာတိုင်းတွင်လှုပ်ရှားကြည်လင်လှပတကား၊
ယေရှုရှင်ဘုရင်ဖြစ်ဆိုအုပ်စိုးသောအိမ်လို။"
97|27|4|"အလင်းတော်တွင်ရွှင်မြူး၊ သီချင်းတုံ့ပြန်အေးကျူး၊
ညချိန်ခါသီဆိုသံ၊ ကောင်းကင်သားများဆုပန်၊
ဝမ်းမြောက်ဖွယ်သတင်းကောင်းကျွန်ုပ်တို့ပဲ့တင်ဆောင်၊
ကယ်တင်ပိုင်ရှင်ဘုရင်ကိုချီးမွမ်းလျက်သီဆို။"
98|28|1|"နားထောင်ကောင်းကင်သားကြွေးကြော်၊ ခုဖွားမြင်ဘုရင့်ဘုန်းတော်၊
ကမ္ဘာပေါ်တွင်ငြိမ်သက်စေ၊ ကောင်းကင်တွင်ဘုန်းကြီးစေသော်၊
အပြစ်ရှိသူများချမ်းသာ၊ ရွှင်လန်းဝမ်းသာဖူးတွေ့မှာ။
ဗက်လင်မြို့တွင်ကယ်တင်ရှင်၊ ဖွားမြင်ပြီကျွန်ုပ်တို့ရှင်၊
နားထောင်ကောင်းကင်သားကြွေးကြော်၊ ခုဖွားမြင်ဘုရင့်ဘုန်းတော်။"
99|28|2|"ကောင်းကင်ဘုံသားတို့ဘုရင်၊ ထာဝရခရစ်တော်ရှင်၊
ချိန်တန်ကာလဆင်းသက်ပေ၊ ကညာဝမ်း၌ကိန်းအောင်းလေ၊
လူဇာတိကိုယ်တော်မြတ်ဆောင်၊ ကယ်တင်အံ့ငှာလူတို့ဘောင်။
ဧမာနွေလဆင်းသက်ပြီ၊ လူတို့တွင်တည်တော်မူသည်၊
နားထောင်ကောင်းကင်သားကြွေးကြော်၊ ခုဖွားမြင်ဘုရင့်ဘုန်းတော်။"
100|28|3|"ကောင်းကင်ဖွားငြိမ်သက်အရှင်၊ တရားမင်းဘုန်းကြီးဘုရင်၊
အလင်းအသက်စည်းစိမ်မျိုး၊ မာရ်ငါးပါးကင်းစင်တန်ခိုး၊
ပေးပိုင်ရှင်သခင်မြတ်သည်၊ လူများတွင်သေခြင်းမတည်။
ကင်းစိမ့်သောငှာကောင်းကင်မှ၊ ဆင်းသက်သည်းခံဖွားမြင်ရ၊
နားထောင်ကောင်းကင်သားကြွေးကြော်၊ ခုဖွားမြင်ဘုရင့်ဘုန်းတော်။"
101|29|1|"လောကဝမ်းမြောက်၊ ဘုရားကြွလာ၊ မြေကြီးဘုရင်ခံယူ၊
နှလုံးခပ်သိမ်း၊ နေရာပြင်ထား၊
ကမ္ဘာမိုးမြေအေးကျူး၊ ကမ္ဘာမိုးမြေအေးကျူး၊
ကမ္ဘာ၊ ကမ္ဘာမိုးမြေအေးကျူး။"
102|29|2|"မြေကြီးဝမ်းမြောက်၊ ယေရှုစိုးစံ၊ လူများသီချင်းဆိုစေ၊
လယ်ပြင်ပင်လယ်၊ ကျောက်တောင်အသံ၊
ပြန်၍မြည်ကြကုန်လေ၊ ပြန်၍မြည်ကြကုန်လေ၊
ပြန်၍၊ ပြန်၍မြည်ကြကုန်လေ။"
103|29|3|"နောက်နောင်အပြစ်၊ ဒုက္ခမပွား၊ ဆူးပင်မနှောင့်ယှက်ပြီ၊
အမင်္ဂလာမှမင်္ဂလာ၊
ထုတ်ဖေါ်အောင်ကြွလာသည်၊ ထုတ်ဖေါ်အောင်ကြွလာသည်၊
ထုတ်ဖေါ်၊ ထုတ်ဖေါ်အောင်ကြွလာသည်။"
104|29|4|"သမ္မာတရား၊ ဆုကျေးဇူးဖြင့်၊ လောကအုပ်ချုပ်ပေသည်၊
မေတ္တာတော်ဘုန်း၊ တန်ခိုးတော်နှင့်၊
လူတိုင်းကိုသိစေသည်၊ လူတိုင်းကိုသိစေသည်၊
လူတိုင်း၊ လူတိုင်းကိုသိစေသည်။"
105|30|1|"ကြည်လင်သာယာသန်းခေါင်းယံမှာ၊ ကောင်းကင်တမန်များသည်၊
ရွှေစောင်းများကိုကိုယ်စီကိုင်ကာ၊ ချီးမွမ်းကျူးအေးကြသည်၊
ငြိမ်သက်ခြင်းနှင့်အလိုတော်သည်၊ မြေကြီးပေါ်ရောက်စေသော်၊
ကောင်းကင်သီချင်းသံကြားစေမည်၊ တိတ်ဆိတ်သောမြေကြီးပေါ်။"
106|30|2|"ကောင်းကင်သားသီချင်းသံသာယာ၊ ကောင်းကင်မှထွက်လာသည်၊
မောပန်းလှသောဤလောကမှာ၊ ထိုသီချင်းသံကြားသည်၊
ဝမ်းနည်းဖွယ်ရာထိုလှိုင်းပေါ်မှာ၊ ကောင်းကင်သားများဝဲကြ၊
လောကရှုပ်ထွေးဒုက္ခထဲမှာ၊ ထိုသီချင်းသံကြားရ။"
107|30|3|"ပုရောဖက်များဟောကြားသမျှ၊ လျင်မြန်စွာပြည့်စုံရှာ၊
နှစ်များသည်လွန်သွားစဉ်ကာလ၊ ဟောချက်အတိုင်းဖြစ်လာ၊
ကောင်းကင်သစ်နှင့်မြေကြီးသစ်တွင်၊ ကိုယ်တော်ကိုဝန်ခံလျှင်၊
ကောင်းကင်သားများ၏သီချင်းကို၊ တစ်လောကလုံးကျူးဆို။"
